model:model/t1c0.1-t2c0.01-lr0.15-decay0.95-gau3-ep10-gr10.pkl
input_data:sample_data/input.dat
output_dir:output/out1.txt
dataset length: 3000
features per example: 136
(誤差平均, 誤差分散), ニューロン使用率, 階層数, マップ数, ニューロン数
(113.1063, 43.39544),1.1905,4,18,150
header layer 0 1 2 3 (y,x)
[48380001-48385000] 1 root None None None (0,1)
[17450001-17455000] 2 root root(0,0) None None (0,0)
[5635001-5640000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[11845001-11850000] 1 root None None None (0,1)
[58530001-58535000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[105785001-105790000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[92695001-92700000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[100320001-100325000] 1 root None None None (0,1)
[93860001-93865000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[46940001-46945000] 2 root root(0,0) None None (1,0)
[33660001-33665000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[76250001-76255000] 2 root root(0,0) None None (0,0)
[5115001-5120000] 2 root root(0,0) None None (1,1)
[19860001-19865000] 2 root root(0,0) None None (0,0)
[105935001-105940000] 2 root root(1,1) None None (3,0)
[78085001-78090000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[62745001-62750000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[6875001-6880000] 2 root root(1,0) None None (0,0)
[106235001-106240000] 3 root root root(1,0) root(1,0) (1,5)
[116305001-116310000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[24980001-24985000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[14205001-14210000] 1 root None None None (1,2)
[103975001-103980000] 2 root root(0,0) None None (1,1)
[83235001-83240000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[4000001-4005000] 2 root root(0,0) None None (1,0)
[54795001-54800000] 2 root root(1,1) None None (3,0)
[10290001-10295000] 2 root root(0,0) None None (0,0)
[18285001-18290000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[30495001-30500000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[108560001-108565000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[66455001-66460000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[47735001-47740000] 1 root None None None (0,1)
[29315001-29320000] 2 root root(1,1) None None (3,0)
[109640001-109645000] 2 root root(1,1) None None (3,0)
[21170001-21175000] 3 root root root(1,0) root(1,0) (3,0)
[18665001-18670000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[112255001-112260000] 2 root root(1,0) None None (0,0)
[113650001-113655000] 2 root root(0,0) None None (0,2)
[33890001-33895000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[4585001-4590000] 3 root root root(1,0) root(1,0) (1,4)
[75495001-75500000] 2 root root(1,1) None None (3,1)
[67335001-67340000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[80835001-80840000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[80615001-80620000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[86980001-86985000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[101675001-101680000] 1 root None None None (0,1)
[42265001-42270000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[33295001-33300000] 2 root root(0,0) None None (1,3)
[23670001-23675000] 2 root root(0,0) None None (0,2)
[63405001-63410000] 1 root None None None (1,2)
[64505001-64510000] 3 root root root(1,0) root(1,0) (3,0)
[79775001-79780000] 2 root root(0,0) None None (1,0)
[77610001-77615000] 3 root root(1,0) root(1,0)(1,1) None (0,3)
[52045001-52050000] 2 root root(1,1) None None (3,0)
[46580001-46585000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[112950001-112955000] 1 root None None None (0,1)
[21750001-21755000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[88210001-88215000] 2 root root(0,0) None None (1,0)
[14805001-14810000] 1 root root None None (0,1)
[83370001-83375000] 2 root root(0,0) None None (1,0)
[111675001-111680000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[112385001-112390000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[46010001-46015000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[24555001-24560000] 2 root root(0,0) None None (1,0)
[20710001-20715000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[66965001-66970000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[74345001-74350000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[47870001-47875000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[95525001-95530000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[108025001-108030000] 2 root root(0,0) None None (0,0)
[52455001-52460000] 2 root root(0,0) None None (0,0)
[54585001-54590000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[90265001-90270000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[16855001-16860000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[18765001-18770000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[60815001-60820000] 3 root root root(1,0) root(1,0) (1,4)
[33435001-33440000] 2 root root(1,1) None None (3,1)
[92160001-92165000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[8800001-8805000] 1 root None None None (0,1)
[56890001-56895000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[70470001-70475000] 2 root root(0,0) None None (0,0)
[73305001-73310000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[20230001-20235000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[62990001-62995000] 1 root None None None (0,1)
[40260001-40265000] 3 root root(1,0) root(1,0)(1,2) None (1,2)
[66595001-66600000] 2 root root(0,0) None None (0,2)
[59505001-59510000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[61795001-61800000] 1 root None None None (0,1)
[38370001-38375000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[105435001-105440000] 2 root root(0,0) None None (0,0)
[60070001-60075000] 2 root root(0,0) None None (0,0)
[33610001-33615000] 3 root root(1,0) root(1,0)(1,0) None (0,0)
[16505001-16510000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[105870001-105875000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[89290001-89295000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[37000001-37005000] 3 root root root(1,0) root(1,0) (0,3)
[87740001-87745000] 2 root root(0,0) None None (1,2)
[78545001-78550000] 2 root root(0,0) None None (1,0)
[84655001-84660000] 3 root root root(1,0) root(1,0) (0,3)
[66830001-66835000] 1 root None None None (0,1)
[101475001-101480000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[20675001-20680000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[4770001-4775000] 3 root root(1,0) root(1,0)(1,1) None (1,1)
[75305001-75310000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[68655001-68660000] 3 root root(1,0) root(1,0)(1,1) None (1,2)
[54875001-54880000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[51025001-51030000] 1 root None None None (0,1)
[16995001-17000000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[61940001-61945000] 2 root root(1,0) None None (0,0)
[59825001-59830000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[73670001-73675000] 2 root root(0,0) None None (0,0)
[15980001-15985000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[16700001-16705000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[8595001-8600000] 3 root root root(1,0) root(1,0) (1,5)
[78755001-78760000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[56745001-56750000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[106530001-106535000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[21825001-21830000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[33445001-33450000] 2 root root(0,0) None None (1,0)
[59810001-59815000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[42170001-42175000] 3 root root root(1,0) root(1,0) (0,1)
[93300001-93305000] 2 root root(0,0) None None (0,0)
[8110001-8115000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[58460001-58465000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[114075001-114080000] 2 root root(0,0) None None (1,0)
[12310001-12315000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[95250001-95255000] 2 root root(0,0) None None (0,2)
[90855001-90860000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[94810001-94815000] 3 root root root(1,0) root(1,0) (0,3)
[67120001-67125000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[107235001-107240000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[115275001-115280000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[103230001-103235000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[66105001-66110000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[98835001-98840000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[73015001-73020000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[32040001-32045000] 1 root None None None (0,1)
[115620001-115625000] 2 root root(0,0) None None (1,0)
[18520001-18525000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[91650001-91655000] 2 root root(1,0) None None (0,0)
[104195001-104200000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[65625001-65630000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[108135001-108140000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[27910001-27915000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[27945001-27950000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[79785001-79790000] 2 root root(0,0) None None (0,1)
[18010001-18015000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[80900001-80905000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[28135001-28140000] 2 root root(0,0) None None (0,0)
[108945001-108950000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[6420001-6425000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[36345001-36350000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[64880001-64885000] 1 root None None None (0,1)
[65325001-65330000] 2 root root(0,0) None None (1,1)
[44485001-44490000] 2 root root(0,0) None None (1,0)
[75035001-75040000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[65615001-65620000] 2 root root(1,0) None None (0,0)
[18905001-18910000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[53415001-53420000] 1 root None None None (0,1)
[47645001-47650000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[41045001-41050000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[83595001-83600000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[34440001-34445000] 1 root None None None (0,1)
[22060001-22065000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[65995001-66000000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[22360001-22365000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[53885001-53890000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[65180001-65185000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[72010001-72015000] 2 root root(0,0) None None (1,0)
[29100001-29105000] 2 root root(0,0) None None (1,0)
[84285001-84290000] 2 root root(0,0) None None (1,2)
[21200001-21205000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[52145001-52150000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[111980001-111985000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[48935001-48940000] 2 root root(1,1) None None (0,1)
[15495001-15500000] 2 root root(1,0) None None (0,0)
[13340001-13345000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[44740001-44745000] 2 root root(1,0) None None (0,1)
[43420001-43425000] 2 root root(0,0) None None (0,1)
[5850001-5855000] 2 root root(0,0) None None (0,2)
[51160001-51165000] 2 root root(0,0) None None (0,3)
[110890001-110895000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[38030001-38035000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[30945001-30950000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[59780001-59785000] 2 root root(0,0) None None (1,0)
[82300001-82305000] 2 root root(1,0) None None (0,0)
[105770001-105775000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[8750001-8755000] 2 root root(0,0) None None (1,0)
[16115001-16120000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[42750001-42755000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[56395001-56400000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[56945001-56950000] 2 root root(0,0) None None (0,3)
[9695001-9700000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[5525001-5530000] 1 root None None None (0,1)
[78790001-78795000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[107030001-107035000] 2 root root(0,0) None None (1,2)
[59230001-59235000] 2 root root(0,0) None None (1,0)
[47580001-47585000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[87120001-87125000] 2 root root(0,0) None None (1,0)
[76470001-76475000] 2 root root(0,0) None None (0,3)
[54970001-54975000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[35790001-35795000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[11965001-11970000] 2 root root(0,0) None None (1,0)
[50515001-50520000] 3 root root(1,0) root(1,0)(1,1) None (1,2)
[115850001-115855000] 2 root root(0,0) None None (1,0)
[58800001-58805000] 2 root root(0,0) None None (1,0)
[95200001-95205000] 2 root root(0,0) None None (0,0)
[44155001-44160000] 2 root root(0,0) None None (0,1)
[17125001-17130000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[95100001-95105000] 2 root root(0,0) None None (0,0)
[11365001-11370000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[53985001-53990000] 2 root root(0,0) None None (1,0)
[9400001-9405000] 2 root root(0,0) None None (1,3)
[71150001-71155000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[51195001-51200000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[30290001-30295000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[79900001-79905000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[98435001-98440000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[104165001-104170000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[51200001-51205000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[70285001-70290000] 2 root root(0,0) None None (0,0)
[113860001-113865000] 2 root root(1,1) None None (2,0)
[88065001-88070000] 2 root root(1,1) None None (1,0)
[63985001-63990000] 2 root root(0,0) None None (1,1)
[19575001-19580000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[30860001-30865000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[111350001-111355000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[106480001-106485000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[45450001-45455000] 2 root root(1,1) None None (1,1)
[71385001-71390000] 2 root root(0,0) None None (1,0)
[45015001-45020000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[112370001-112375000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[114690001-114695000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[95320001-95325000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[111785001-111790000] 2 root root(0,0) None None (0,0)
[57060001-57065000] 3 root root(1,0) root(1,0)(1,1) None (0,4)
[105425001-105430000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[39510001-39515000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[73970001-73975000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[4945001-4950000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[49515001-49520000] 1 root None None None (0,1)
[85340001-85345000] 2 root root(0,0) None None (0,0)
[90275001-90280000] 2 root root(0,0) None None (1,1)
[58915001-58920000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[71395001-71400000] 1 root None None None (0,1)
[56375001-56380000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[3895001-3900000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[66200001-66205000] 2 root root(0,0) None None (0,3)
[38375001-38380000] 2 root root(0,0) None None (0,3)
[108060001-108065000] 3 root root(1,0) root(1,0)(1,1) None (1,2)
[23565001-23570000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[20605001-20610000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[3720001-3725000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[87335001-87340000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[39970001-39975000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[34585001-34590000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[113595001-113600000] 2 root root(0,0) None None (0,3)
[30015001-30020000] 2 root root(0,0) None None (0,3)
[111160001-111165000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[99885001-99890000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[106160001-106165000] 1 root None None None (0,1)
[107095001-107100000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[98145001-98150000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[116385001-116390000] 2 root root(0,0) None None (0,3)
[102450001-102455000] 2 root root(1,1) None None (2,1)
[38770001-38775000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[105375001-105380000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[25525001-25530000] 2 root root(1,0) None None (0,1)
[27645001-27650000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[110320001-110325000] 2 root root(0,0) None None (0,0)
[74825001-74830000] 2 root root(0,0) None None (1,0)
[27890001-27895000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[115500001-115505000] 3 root root(1,0) root(1,0)(1,1) None (1,3)
[48650001-48655000] 2 root root(0,0) None None (1,2)
[99070001-99075000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[55440001-55445000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[83885001-83890000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[80175001-80180000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[75515001-75520000] 1 root None None None (0,1)
[112265001-112270000] 2 root root(1,0) None None (0,0)
[32075001-32080000] 2 root root(0,0) None None (0,1)
[10810001-10815000] 2 root root(0,0) None None (0,2)
[115990001-115995000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[82120001-82125000] 3 root root(1,0) root(1,0)(1,2) None (1,2)
[34140001-34145000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[31475001-31480000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[27045001-27050000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[60205001-60210000] 2 root root(0,0) None None (1,2)
[14930001-14935000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[16770001-16775000] 2 root root(1,0) None None (0,0)
[50870001-50875000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[112860001-112865000] 2 root root(0,0) None None (0,0)
[16720001-16725000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[36885001-36890000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[66535001-66540000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[93535001-93540000] 3 root root(1,0) root(1,0)(1,3) None (1,1)
[93965001-93970000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[30885001-30890000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[83265001-83270000] 3 root root(1,0) root(1,0)(1,2) None (0,3)
[36765001-36770000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[29955001-29960000] 2 root root(0,0) None None (1,0)
[15480001-15485000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[50740001-50745000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[99155001-99160000] 2 root root(0,0) None None (1,3)
[14270001-14275000] 2 root root(1,1) None None (1,1)
[89575001-89580000] 1 root None None None (0,1)
[10100001-10105000] 2 root root(0,0) None None (1,2)
[40670001-40675000] 2 root root(0,0) None None (1,1)
[15505001-15510000] 2 root root(0,0) None None (0,1)
[9655001-9660000] 2 root root(0,0) None None (0,2)
[74770001-74775000] 2 root root(0,0) None None (1,3)
[97415001-97420000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[75135001-75140000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[106035001-106040000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[7810001-7815000] 3 root root root(1,0) root(1,0) (3,0)
[18910001-18915000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[4315001-4320000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[24580001-24585000] 2 root root(0,0) None None (1,1)
[69565001-69570000] 2 root root(0,0) None None (0,0)
[32295001-32300000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[72425001-72430000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[21355001-21360000] 2 root root(0,0) None None (1,1)
[98615001-98620000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[109210001-109215000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[114675001-114680000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[107485001-107490000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[55000001-55005000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[81505001-81510000] 2 root root(1,0) None None (0,1)
[27815001-27820000] 3 root root root(1,0) root(1,0) (0,0)
[84740001-84745000] 2 root root(0,0) None None (0,2)
[11680001-11685000] 2 root root(0,0) None None (1,1)
[109685001-109690000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[116170001-116175000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[25955001-25960000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[7520001-7525000] 3 root root root(1,0) root(1,0) (0,0)
[8330001-8335000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[115315001-115320000] 2 root root(0,0) None None (0,0)
[17835001-17840000] 2 root root(0,0) None None (1,0)
[49000001-49005000] 2 root root(1,0) None None (0,0)
[14170001-14175000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[58835001-58840000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[7120001-7125000] 2 root root(1,1) None None (0,1)
[26705001-26710000] 2 root root(0,0) None None (0,3)
[48875001-48880000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[113155001-113160000] 1 root None None None (0,1)
[34515001-34520000] 2 root root(1,1) None None (1,1)
[67570001-67575000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[32590001-32595000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[90220001-90225000] 2 root root(0,0) None None (0,0)
[52040001-52045000] 2 root root(0,0) None None (0,0)
[64670001-64675000] 2 root root(0,0) None None (1,0)
[46210001-46215000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[104520001-104525000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[78190001-78195000] 2 root root(0,0) None None (1,0)
[70325001-70330000] 2 root root(0,0) None None (1,0)
[102760001-102765000] 2 root root(1,1) None None (3,1)
[69245001-69250000] 2 root root(0,0) None None (0,0)
[8680001-8685000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[99175001-99180000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[11750001-11755000] 2 root root(0,0) None None (0,2)
[8325001-8330000] 2 root root(0,0) None None (1,0)
[25975001-25980000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[5000001-5005000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[8060001-8065000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[51715001-51720000] 2 root root(0,0) None None (1,0)
[44075001-44080000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[16605001-16610000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[81935001-81940000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[93040001-93045000] 2 root root(0,0) None None (1,0)
[65390001-65395000] 2 root root(0,0) None None (1,0)
[11010001-11015000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[35440001-35445000] 2 root root(1,1) None None (3,0)
[103855001-103860000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[37720001-37725000] 2 root root(0,0) None None (0,0)
[115440001-115445000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[15695001-15700000] 2 root root(0,0) None None (1,2)
[72020001-72025000] 2 root root(0,0) None None (0,0)
[66580001-66585000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[48075001-48080000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[77150001-77155000] 2 root root(0,0) None None (1,0)
[33525001-33530000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[27650001-27655000] 3 root root(1,0) root(1,0)(1,2) None (1,3)
[6710001-6715000] 2 root root(0,0) None None (0,0)
[21615001-21620000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[105630001-105635000] 2 root root(0,0) None None (0,0)
[77040001-77045000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
[39280001-39285000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[89780001-89785000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[53360001-53365000] 3 root root(1,0) root(1,0)(1,1) None (0,2)
[16650001-16655000] 3 root root(1,0) root(1,0)(1,3) None (0,0)
[8950001-8955000] 2 root root(0,0) None None (1,0)
[79120001-79125000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[52995001-53000000] 3 root root(1,0) root(1,0)(1,2) None (1,4)
[17230001-17235000] 2 root root(0,0) None None (0,0)
[14185001-14190000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[96855001-96860000] 3 root root(1,0) root(1,0)(1,3) None (0,3)
[64960001-64965000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[96120001-96125000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[104800001-104805000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[13705001-13710000] 3 root root(1,0) root(1,0)(1,2) None (0,4)
[22255001-22260000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[23805001-23810000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[32680001-32685000] 3 root root(1,0) root(1,0)(1,3) None (0,2)
[59760001-59765000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[54155001-54160000] 2 root root(0,0) None None (1,3)
[48160001-48165000] 2 root root(0,0) None None (1,1)
[46685001-46690000] 3 root root(1,0) root(1,0)(1,3) None (1,2)
[4085001-4090000] 2 root root(1,0) None None (0,0)
[10925001-10930000] 3 root root(1,0) root(1,0)(1,3) None (1,0)
[7185001-7190000] 2 root root(0,0) None None (1,0)
[68950001-68955000] 1 root None None None (0,1)
[38580001-38585000] 2 root root(0,0) None None (1,3)
[45455001-45460000] 2 root root(0,0) None None (0,2)
[5255001-5260000] 2 root root(0,0) None None (1,0)
[59115001-59120000] 3 root root(1,0) root(1,0)(1,3) None (1,3)
[37400001-37405000] 3 root root(1,0) root(1,0)(1,0) None (3,0)
[75880001-75885000] 2 root root(0,0) None None (1,0)
[63800001-63805000] 2 root root(0,0) None None (0,1)
[38025001-38030000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[12590001-12595000] 3 root root(1,0) root(1,0)(1,1) None (1,4)
[111575001-111580000] 3 root root(1,0) root(1,0)(1,2) None (1,5)
[46975001-46980000] 2 root root(0,0) None None (1,2)
[6620001-6625000] 3 root root(1,0) root(1,0)(1,3) None (0,1)
[48135001-48140000] 2 root root(0,0) None None (1,1)
[95330001-95335000] 2 root root(0,0) None None (1,1)
[52360001-52365000] 3 root root(1,0) root(1,0)(1,2) None (0,5)
